"TargetModule","Coverage"
"color","0.22727272727272727"
"color_typed","0.22727272727272727"

"plugin_docs","0.20304568527918782"
"plugin_docs_typed","0.20812182741116753"

"connection","0.40384615384615385"
"connection_typed","0.40384615384615385"

"splitter","0.10810810810810811"
"splitter_typed","0.10810810810810811"
